"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Drug resistance: antineoplastic","hsa01524","Platinum drug resistance","10/1351","75/9521",0.133333333333333,0.939649642240316,-0.213364238698599,0.634855132536804,0.862303231201565,0.65774464622545,"9446/4259/596/4436/4257/2064/7157/472/5429/2067",10
"Metabolism","Metabolism of terpenoids and polyketides","hsa00900","Terpenoid backbone biosynthesis","3/1351","23/9521",0.130434782608696,0.919222476104657,-0.157715178662407,0.65324880705192,0.88185551401679,0.672658668205027,"51449/39/3156",3
"Metabolism","Carbohydrate metabolism","hsa00030","Pentose phosphate pathway","4/1351","31/9521",0.129032258064516,0.90933836345837,-0.205592096594714,0.659474558308208,0.88185551401679,0.672658668205027,"5634/2821/6120/414328",4
"Genetic Information Processing","Folding, sorting and degradation","hsa03060","Protein export","4/1351","31/9521",0.129032258064516,0.90933836345837,-0.205592096594714,0.659474558308208,0.88185551401679,0.672658668205027,"6729/6731/196294/83943",4
NA,NA,"hsa04981","Folate transport and metabolism","4/1351","31/9521",0.129032258064516,0.90933836345837,-0.205592096594714,0.659474558308208,0.88185551401679,0.672658668205027,"6573/4524/11309/2350",4
"Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","10/1351","77/9521",0.12987012987013,0.915243158026282,-0.303652779224492,0.668662762858657,0.890689780641841,0.679397239238628,"5894/1488/7042/3551/4792/2122/7157/3065/673/1487",10
"Metabolism","Glycan biosynthesis and metabolism","hsa00514","Other types of O-glycan biosynthesis","6/1351","47/9521",0.127659574468085,0.899664551081153,-0.280395963482316,0.673581989740856,0.891130641352165,0.679733517431095,"168391/79695/3955/145173/84620/4242",6
"Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","21/1351","159/9521",0.132075471698113,0.930785022973898,-0.357889900767383,0.67415970258816,0.891130641352165,0.679733517431095,"3455/24146/7132/7529/5894/7534/5515/5465/3551/55844/4792/3434/975/7189/10197/7157/51208/57506/673/9021/100506658",21
"Metabolism","Carbohydrate metabolism","hsa00052","Galactose metabolism","4/1351","32/9521",0.125,0.880921539600296,-0.274367772362859,0.684612508718837,0.898065838433456,0.685023522832537,"7360/2645/2582/3099",4
"Cellular Processes","Cell growth and death","hsa04215","Apoptosis - multiple species","4/1351","32/9521",0.125,0.880921539600296,-0.274367772362859,0.684612508718837,0.898065838433456,0.685023522832537,"7132/5601/596/5602",4
"Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism","8/1351","63/9521",0.126984126984127,0.894904421181253,-0.340322126891255,0.687491157200578,0.898425944068937,0.685298202951135,"1559/22949/1558/284273/5743/5321/8399/5740",8
"Metabolism","Amino acid metabolism","hsa00280","Valine, leucine and isoleucine degradation","6/1351","48/9521",0.125,0.880921539600296,-0.33631418195365,0.6938666477766,0.900300982512628,0.686728438224736,"1629/54511/586/1738/39/84693",6
"Organismal Systems","Endocrine system","hsa04917","Prolactin signaling pathway","9/1351","71/9521",0.126760563380282,0.893328885228469,-0.366855660283048,0.694145105357563,0.900300982512628,0.686728438224736,"5894/5601/5602/2099/1154/5603/2645/9021/5617",9
"Human Diseases","Infectious disease: viral","hsa05162","Measles","18/1351","139/9521",0.129496402877698,0.912609364765774,-0.422045916351772,0.699843466805101,0.904292120029063,0.689772784156417,"3312/3455/5601/596/51209/25898/3551/4792/5602/3304/7189/4793/3303/7157/57506/7128/6885/1457",18
"Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","5/1351","41/9521",0.121951219512195,0.859435648390533,-0.366773604840334,0.710147794911726,0.914182795688603,0.697317159182763,"5894/2261/2064/7157/673",5
"Metabolism","Lipid metabolism","hsa00564","Glycerophospholipid metabolism","13/1351","103/9521",0.12621359223301,0.889474175907095,-0.458604330620137,0.71857853244372,0.921597002576518,0.702972542011074,"8760/56994/1040/85465/1607/1608/57678/55500/54947/5321/79143/8399/3931",13
"Genetic Information Processing","Information processing in viruses","hsa03250","Viral life cycle - HIV-1","9/1351","73/9521",0.123287671232877,0.868854121249607,-0.457384302700571,0.725933231839047,0.927581351794338,0.707537263001021,"5478/5903/1387/25939/7852/5901/10955/4131/11052",9
"Organismal Systems","Environmental adaptation","hsa04710","Circadian rhythm","4/1351","34/9521",0.117647058823529,0.829102625506161,-0.405924738286628,0.730877420887525,0.930452805188915,0.709727540189867,"6500/5187/8454/6095",4
"Human Diseases","Endocrine and metabolic disease","hsa04950","Maturity onset diabetes of the young","3/1351","26/9521",0.115384615384615,0.813158344246427,-0.387925221830304,0.734981777474438,0.931980315521583,0.710892689185037,"4821/2645/3280",3
"Genetic Information Processing","Translation","hsa00970","Aminoacyl-tRNA biosynthesis","8/1351","66/9521",0.121212121212121,0.854226947491196,-0.483229645346259,0.737480075760557,0.931980315521583,0.710892689185037,"3376/79731/5188/5917/8565/51520/2193/10352",8
"Metabolism","Glycan biosynthesis and metabolism","hsa00511","Other glycan degradation","2/1351","18/9521",0.111111111111111,0.783041368533597,-0.37464327488338,0.747225373201342,0.940849466257164,0.7176578689986,"2517/129807",2
"Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","13/1351","109/9521",0.119266055045872,0.840512294664503,-0.68098041179685,0.790610614150654,0.991856952298093,0.75656518100541,"3455/5609/6416/5601/3551/4792/5602/7189/23643/5603/10333/6885/6352",13
"Cellular Processes","Transport and catabolism","hsa04142","Lysosome","16/1351","133/9521",0.120300751879699,0.847804188487503,-0.718748747852165,0.798356437073694,0.993392625115311,0.757736556152029,"1213/10947/1497/8905/135112/23335/51606/26088/10312/3920/2517/1200/55353/23163/11154/23312",16
"Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","27/1351","217/9521",0.124423963133641,0.876861993334857,-0.746143320526237,0.799070185374887,0.993392625115311,0.757736556152029,"604/9446/4259/5567/5894/5579/253152/408/9314/2778/4853/596/5465/4257/6196/107/2475/90993/2099/3326/1576/1388/3838/3840/2253/779/182",27
"Metabolism","Metabolism of cofactors and vitamins","hsa00860","Porphyrin metabolism","5/1351","46/9521",0.108695652173913,0.766018730087214,-0.646852886831646,0.801169288746368,0.993392625115311,0.757736556152029,"644/3163/212/645/2235",5
"Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","16/1351","134/9521",0.119402985074627,0.841477291558492,-0.751476829762825,0.807805577738194,0.993392625115311,0.757736556152029,"5058/6452/3455/8795/2534/5894/5579/5530/3133/4277/3689/5532/5534/673/5533/3937",16
"Human Diseases","Cancer: specific types","hsa05217","Basal cell carcinoma","7/1351","63/9521",0.111111111111111,0.783041368533597,-0.702558792082048,0.809230076743523,0.993392625115311,0.757736556152029,"1856/8313/5727/83439/2737/7157/2736",7
"Metabolism","Lipid metabolism","hsa00600","Sphingolipid metabolism","6/1351","55/9521",0.109090909090909,0.768804252742076,-0.699218734897926,0.811819709909073,0.993392625115311,0.757736556152029,"130367/2583/79603/55331/9331/129807",6
"Human Diseases","Infectious disease: viral","hsa05164","Influenza A","21/1351","173/9521",0.121387283236994,0.855461379496241,-0.780158286206383,0.811990493572515,0.993392625115311,0.757736556152029,"8766/292/1387/3455/7132/8795/5894/5579/291/3551/4792/5646/4793/7416/114548/3126/29107/3838/57506/9021/6352",21
"Metabolism","Glycan biosynthesis and metabolism","hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","2/1351","21/9521",0.0952380952380952,0.67117831588594,-0.613399495535448,0.820473771260965,1,0.7627765064836,"50515/64131",2
NA,NA,"hsa03272","Virion - Hepatitis viruses","5/1351","48/9521",0.104166666666667,0.734101283000247,-0.750979725385495,0.830601462813353,1,0.7627765064836,"24146/3920/975/51208/100506658",5
"Human Diseases","Cancer: specific types","hsa05218","Melanoma","8/1351","73/9521",0.10958904109589,0.772314774444095,-0.794074881486108,0.831766067177834,1,0.7627765064836,"2260/5894/3479/7157/5156/673/2253/3082",8
"Human Diseases","Substance dependence","hsa05034","Alcoholism","23/1351","191/9521",0.120418848167539,0.848636456997144,-0.859275179088944,0.832229900814234,1,0.7627765064836,"51564/9734/5567/5894/805/10681/2778/8347/8369/801/116443/90993/3015/3065/2903/2902/2354/1388/1392/673/814/10645/286436",23
"Genetic Information Processing","Transcription","hsa03040","Spliceosome","31/1351","253/9521",0.122529644268775,0.863512023007405,-0.894739818691083,0.837955628666687,1,0.7627765064836,"7919/29896/3312/10465/7307/6632/27316/6627/10286/58517/10450/8175/84991/4809/51639/23658/3304/6631/27258/1665/3303/6635/10713/6636/5356/25804/6625/8563/10084/51691/84321",31
"Metabolism","Amino acid metabolism","hsa00340","Histidine metabolism","2/1351","22/9521",0.0909090909090909,0.640670210618397,-0.68612104414921,0.840292238092592,1,0.7627765064836,"3176/221",2
"Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","24/1351","201/9521",0.119402985074627,0.841477291558492,-0.923669656506622,0.848029666793163,1,0.7627765064836,"1051/4208/604/2308/4005/4066/4094/6929/8148/7102/6935/3479/2322/7157/3065/8900/55589/472/5747/8091/8464/5914/862/2892",24
"Environmental Information Processing","Signaling molecules and interaction","hsa04061","Viral protein interaction with cytokine and cytokine receptor","11/1351","100/9521",0.11,0.775210954848261,-0.918886267334499,0.857622996065912,1,0.7627765064836,"7132/8795/7133/7852/57007/9547/10344/5196/3572/2919/6352",11
"Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","6/1351","59/9521",0.101694915254237,0.716681930522275,-0.887654437004008,0.86124598355577,1,0.7627765064836,"9446/4259/9588/4257/10314/494143",6
"Organismal Systems","Endocrine system","hsa04923","Regulation of lipolysis in adipocytes","6/1351","59/9521",0.101694915254237,0.716681930522275,-0.887654437004008,0.86124598355577,1,0.7627765064836,"5567/2778/3643/107/7253/5743",6
"Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","6/1351","59/9521",0.101694915254237,0.716681930522275,-0.887654437004008,0.86124598355577,1,0.7627765064836,"5894/8313/83439/2064/7157/673",6
"Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism","7/1351","68/9521",0.102941176470588,0.725464797317891,-0.923852818826982,0.866702987501683,1,0.7627765064836,"195814/1559/220/1576/5959/1558/8228",7
"Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","10/1351","93/9521",0.10752688172043,0.757781969548642,-0.954494161484269,0.867492772148689,1,0.7627765064836,"596/3551/3912/4792/7189/3655/7157/5747/5743/1284",10
"Metabolism","Glycan biosynthesis and metabolism","hsa00533","Glycosaminoglycan biosynthesis - keratan sulfate","1/1351","14/9521",0.0714285714285714,0.503383736914455,-0.756133237684988,0.88281668562348,1,0.7627765064836,"4166",1
"Human Diseases","Cardiovascular disease","hsa05416","Viral myocarditis","7/1351","70/9521",0.1,0.704737231680237,-1.00821683784452,0.885320064842609,1,0.7627765064836,"1837/2534/3133/3689/1605/3126/857",7
"Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","19/1351","168/9521",0.113095238095238,0.797024250114554,-1.07934043868826,0.885727850388915,1,0.7627765064836,"2670/6775/1387/3455/5894/4170/8027/596/9063/2475/1154/3597/3977/5156/3572/9180/9021/1441/5617",19
"Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","3/1351","35/9521",0.0857142857142857,0.604060484297346,-0.954237390920196,0.891621981415839,1,0.7627765064836,"5209/57103/3099",3
"Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","7/1351","71/9521",0.0985915492957746,0.694811355177698,-1.04958293580199,0.893781029853697,1,0.7627765064836,"9446/4259/1559/4257/1576/1558/5743",7
"Metabolism","Lipid metabolism","hsa00592","alpha-Linolenic acid metabolism","2/1351","26/9521",0.0769230769230769,0.542105562830951,-0.950691645271767,0.901172810256645,1,0.7627765064836,"5321/8399",2
"Organismal Systems","Digestive system","hsa04977","Vitamin digestion and absorption","2/1351","26/9521",0.0769230769230769,0.542105562830951,-0.950691645271767,0.901172810256645,1,0.7627765064836,"6573/113278",2
"Metabolism","Glycan biosynthesis and metabolism","hsa00512","Mucin type O-glycan biosynthesis","3/1351","36/9521",0.0833333333333333,0.587281026400197,-1.0088396389068,0.902509830456008,1,0.7627765064836,"168391/79695/10610",3
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","8/1351","81/9521",0.0987654320987654,0.696036772029863,-1.11715306306425,0.904597391085054,1,0.7627765064836,"9446/4830/4259/1807/3251/4257/1576/29922",8
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450","7/1351","73/9521",0.0958904109589041,0.675775427638583,-1.13076546027164,0.909126739113337,1,0.7627765064836,"9446/4259/1559/4257/1576/1558/221",7
"Human Diseases","Cancer: specific types","hsa05223","Non-small cell lung cancer","7/1351","73/9521",0.0958904109589041,0.675775427638583,-1.13076546027164,0.909126739113337,1,0.7627765064836,"5894/5579/2064/5979/7157/673/3082",7
"Metabolism","Glycan biosynthesis and metabolism","hsa00603","Glycosphingolipid biosynthesis - globo and isoglobo series","1/1351","16/9521",0.0625,0.440460769800148,-0.910855724668207,0.913756642416343,1,0.7627765064836,"8706",1
"Metabolism","Lipid metabolism","hsa00561","Glycerolipid metabolism","6/1351","65/9521",0.0923076923076923,0.650526675397142,-1.1496141443188,0.914871714488699,1,0.7627765064836,"1056/1607/119548/1608/55750/57678",6
"Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction","44/1351","370/9521",0.118918918918919,0.838065897133255,-1.2919330974699,0.916883279753821,1,0.7627765064836,"116/2743/7067/2901/3356/10874/2554/2893/59350/887/2566/5739/187/5368/2557/5646/6750/116443/1325/6751/3827/885/7253/2903/2902/6863/1128/1131/1392/7434/4987/5031/2561/2558/2563/5746/183/552/2912/5617/5028/2562/7068/2892",44
"Metabolism","Lipid metabolism","hsa00120","Primary bile acid biosynthesis","1/1351","17/9521",0.0588235294117647,0.41455131275308,-0.982415495295872,0.926014903972947,1,0.7627765064836,"570",1
"Metabolism","Metabolism of other amino acids","hsa00450","Selenocompound metabolism","1/1351","17/9521",0.0588235294117647,0.41455131275308,-0.982415495295872,0.926014903972947,1,0.7627765064836,"9061",1
"Metabolism","Energy metabolism","hsa00910","Nitrogen metabolism","1/1351","17/9521",0.0588235294117647,0.41455131275308,-0.982415495295872,0.926014903972947,1,0.7627765064836,"771",1
"Organismal Systems","Sensory system","hsa04744","Phototransduction","2/1351","29/9521",0.0689655172413793,0.486025677020853,-1.1271888334379,0.931781991195484,1,0.7627765064836,"805/801",2
"Organismal Systems","Digestive system","hsa04980","Cobalamin transport and metabolism","1/1351","18/9521",0.0555555555555556,0.391520684266798,-1.05071958651429,0.936531935194806,1,0.7627765064836,"27249",1
"Organismal Systems","Immune system","hsa04613","Neutrophil extracellular trap formation","21/1351","196/9521",0.107142857142857,0.755075605371682,-1.40886953823753,0.939243385548941,1,0.7627765064836,"51564/292/9734/5894/5579/291/8347/8369/79792/5330/2475/5332/3689/7419/3015/5331/7416/3065/5603/6885/286436",21
"Human Diseases","Cancer: specific types","hsa05224","Breast cancer","15/1351","148/9521",0.101351351351351,0.714260707784024,-1.42461211815948,0.944047933722253,1,0.7627765064836,"1856/2260/5894/8313/4853/83439/2064/3479/2475/2099/7157/673/3280/2253/182",15
"Metabolism","Amino acid metabolism","hsa00380","Tryptophan metabolism","3/1351","42/9521",0.0714285714285714,0.503383736914455,-1.31159406147117,0.949444672939124,1,0.7627765064836,"1738/6999/39",3
"Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","19/1351","183/9521",0.103825136612022,0.731694393547787,-1.4902649188494,0.949795938455947,1,0.7627765064836,"3455/7132/8891/596/3551/567/3133/4792/2475/7189/3126/7157/6009/57506/2923/9021/6885/7249/6352",19
"Human Diseases","Immune disease","hsa05310","Asthma","2/1351","32/9521",0.0625,0.440460769800148,-1.2892300725442,0.953263037101761,1,0.7627765064836,"2205/3126",2
"Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","9/1351","100/9521",0.09,0.634263508512213,-1.49504723090207,0.956598524230187,1,0.7627765064836,"4254/2322/3655/960/3126/3554/948/3672/1441",9
"Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","17/1351","170/9521",0.1,0.704737231680237,-1.57957132068575,0.959774268071111,1,0.7627765064836,"1856/9446/4259/5894/5579/8313/8110/7042/83439/4257/2475/6597/7157/673/6595/3082/51412",17
"Human Diseases","Immune disease","hsa05321","Inflammatory bowel disease","5/1351","66/9521",0.0757575757575758,0.533891842181998,-1.54512288738543,0.96690366925636,1,0.7627765064836,"6775/4094/7042/3126/6095",5
"Metabolism","Glycan biosynthesis and metabolism","hsa00515","Mannose type O-glycan biosynthesis","1/1351","23/9521",0.0434782608695652,0.306407492034886,-1.35421415559052,0.970522089147803,1,0.7627765064836,"135152",1
"Cellular Processes","Transport and catabolism","hsa04137","Mitophagy - animal","9/1351","105/9521",0.0857142857142857,0.604060484297346,-1.65891980725232,0.970986954685253,1,0.7627765064836,"10651/7942/23710/5601/9804/5602/8878/7157/1457",9
"Metabolism","Carbohydrate metabolism","hsa00040","Pentose and glucuronate interconversions","2/1351","36/9521",0.0555555555555556,0.391520684266798,-1.48735118187654,0.972047165192734,1,0.7627765064836,"7360/6120",2
"Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","7/1351","88/9521",0.0795454545454545,0.560586434291098,-1.68393374396663,0.974584401714177,1,0.7627765064836,"720/2157/3689/722/3827/3426/2153",7
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","6/1351","79/9521",0.0759493670886076,0.535243467098914,-1.68671680243591,0.975899522535375,1,0.7627765064836,"9446/4259/1559/4257/1576/221",6
"Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","34/1351","320/9521",0.10625,0.748783308660252,-1.85883604627984,0.977176549277537,1,0.7627765064836,"3925/4194/1387/7430/54541/5894/7329/5579/4170/7042/4853/596/3551/6659/2261/2744/2064/6935/5962/2475/27165/1946/960/7168/7157/3065/5156/472/5743/387/8091/23414/7078/6768",34
"Metabolism","Metabolism of cofactors and vitamins","hsa00760","Nicotinate and nicotinamide metabolism","2/1351","38/9521",0.0526315789473684,0.370914332463283,-1.58002454734628,0.978460411618141,1,0.7627765064836,"23057/23410",2
"Human Diseases","Immune disease","hsa05330","Allograft rejection","2/1351","39/9521",0.0512820512820513,0.361403708553968,-1.62496436163906,0.981107443195183,1,0.7627765064836,"3133/3126",2
"Human Diseases","Cancer: specific types","hsa05226","Gastric cancer","13/1351","150/9521",0.0866666666666667,0.610772267456205,-1.95385152089598,0.985606505028225,1,0.7627765064836,"1856/5894/8313/7042/596/83439/2064/2475/7157/2263/673/2253/3082",13
"Metabolism","Lipid metabolism","hsa00140","Steroid hormone biosynthesis","4/1351","64/9521",0.0625,0.440460769800148,-1.82632874207196,0.986001231703818,1,0.7627765064836,"51478/412/1576/6715",4
"Metabolism","Glycan biosynthesis and metabolism","hsa00601","Glycosphingolipid biosynthesis - lacto and neolacto series","1/1351","28/9521",0.0357142857142857,0.251691868457227,-1.6124745180864,0.986314880125499,1,0.7627765064836,"8706",1
"Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","23/1351","238/9521",0.0966386554621849,0.681048585237204,-2.02630099000328,0.986469300143481,1,0.7627765064836,"720/6138/3455/7132/5579/5601/6165/51187/3551/4792/5602/7189/4793/114548/6141/6194/57506/6223/3572/6181/5603/6885/51065",23
"Human Diseases","Immune disease","hsa05320","Autoimmune thyroid disease","3/1351","54/9521",0.0555555555555556,0.391520684266798,-1.82335667587606,0.987533611084472,1,0.7627765064836,"3133/3126/7253",3
"Metabolism","Glycan biosynthesis and metabolism","hsa00510","N-Glycan biosynthesis","3/1351","56/9521",0.0535714285714286,0.377537802685841,-1.89968593054974,0.990214819436303,1,0.7627765064836,"7991/84620/79796",3
"Metabolism","Glycan biosynthesis and metabolism","hsa00513","Various types of N-glycan biosynthesis","2/1351","44/9521",0.0454545454545455,0.320335105309199,-1.83747253851212,0.990263372414125,1,0.7627765064836,"7991/79796",2
"Human Diseases","Immune disease","hsa05332","Graft-versus-host disease","2/1351","45/9521",0.0444444444444444,0.313216547413439,-1.87779714312413,0.991483538995927,1,0.7627765064836,"3133/3126",2
"Organismal Systems","Immune system","hsa04672","Intestinal immune network for IgA production","2/1351","50/9521",0.04,0.281894892672095,-2.07019006403193,0.995664694285005,1,0.7627765064836,"7852/3126",2
"Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","26/1351","298/9521",0.087248322147651,0.614871410190811,-2.74671062569345,0.998633359061554,1,0.7627765064836,"2657/3455/7132/8795/655/657/7133/7852/7042/57007/9547/768211/3597/3977/10344/3554/3625/5196/3572/9180/2919/55540/27242/1441/5617/6352",26
"Environmental Information Processing","Membrane transport","hsa02010","ABC transporters","1/1351","45/9521",0.0222222222222222,0.156608273706719,-2.3059940774686,0.998995882791615,1,0.7627765064836,"94160",1
"Human Diseases","Immune disease","hsa05322","Systemic lupus erythematosus","8/1351","144/9521",0.0555555555555556,0.391520684266798,-2.99178395116595,0.999740486738896,1,0.7627765064836,"720/6632/8347/8369/3015/3126/2903/286436",8
NA,NA,"hsa04382","Cornified envelope formation","15/1351","217/9521",0.0691244239631336,0.487145551852698,-3.10759392043659,0.999758069519901,1,0.7627765064836,"24146/55012/376497/5515/55844/6283/11240/3655/7062/51208/6275/1284/100506658/6768/3691",15
"Human Diseases","Infectious disease: bacterial","hsa05150","Staphylococcus aureus infection","4/1351","102/9521",0.0392156862745098,0.276367541835387,-2.98779534675934,0.999853134092221,1,0.7627765064836,"720/3689/3126/3426",4
"Organismal Systems","Sensory system","hsa04740","Olfactory transduction","14/1351","454/9521",0.0308370044052863,0.217319851178928,-6.94889193612068,1,1,0.7627765064836,"83988/5567/818/805/408/801/284521/5136/6547/5997/26246/79339/158131/26494",14
